client_code,name,product,status,city,date,category,amount,currency,type,direction
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-25 11:40:11,Играем дома,5575.49,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-25 12:10:41,Продукты питания,11606.1,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-25 13:15:21,Едим дома,4213.72,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-25 15:40:57,Едим дома,8416.68,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-25 18:30:14,АЗС,29290.63,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-25 19:00:34,Кафе и рестораны,3686.2,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-25 21:10:25,Смотрим дома,7111.26,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-26 08:50:57,Такси,5708.53,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-26 09:00:36,Играем дома,3198.25,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-26 09:15:28,Такси,4164.12,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-26 12:10:01,Продукты питания,10506.96,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-26 13:15:14,Едим дома,6172.57,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-26 16:10:49,Такси,5583.57,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-26 16:20:54,Такси,4563.31,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-27 13:15:22,Едим дома,4891.69,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-27 19:00:48,Кафе и рестораны,20951.32,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-28 12:10:43,Продукты питания,38636.83,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-29 12:10:11,Продукты питания,12174.92,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-29 12:50:20,Кино,3537.03,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-29 18:30:06,АЗС,24240.98,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-29 20:10:44,Играем дома,5995.45,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-29 20:30:16,Кино,7041.98,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-30 12:10:57,Продукты питания,7691.45,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-30 18:10:21,Кино,4451.07,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-06-30 19:50:13,Кино,4113.22,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-01 12:10:16,Продукты питания,23964.93,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-01 17:10:42,Кафе и рестораны,5180.96,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-01 17:50:47,Кино,3014.32,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-01 20:10:24,Играем дома,1410.42,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-01 21:30:44,Смотрим дома,1439.27,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-02 13:15:50,Едим дома,3480.71,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-02 14:00:33,Смотрим дома,4294.32,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-02 19:00:44,Кафе и рестораны,12444.05,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-03 13:15:47,Едим дома,2497.66,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-03 20:10:46,Играем дома,4547.42,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-04 13:15:49,Едим дома,4115.99,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-04 18:30:56,АЗС,21619.62,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-04 18:50:21,Смотрим дома,4280.92,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-04 20:10:03,Играем дома,2270.22,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-05 12:10:28,Продукты питания,13346.24,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-05 18:20:03,Смотрим дома,5897.91,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-05 20:10:16,Играем дома,6165.58,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-06 19:40:02,Смотрим дома,3628.02,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-06 21:30:39,Смотрим дома,907.2,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-07 11:20:52,Едим дома,3652.46,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-07 19:00:25,Кафе и рестораны,17909.07,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-08 12:10:02,Продукты питания,21468.21,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-08 13:15:01,Едим дома,1817.67,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-09 12:10:54,Продукты питания,15832.32,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-09 13:15:43,Едим дома,3520.95,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-09 19:00:55,Кафе и рестораны,3570.32,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-09 20:40:41,Кино,2806.39,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-10 12:10:06,Продукты питания,16699.57,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-10 14:10:43,Играем дома,7405.71,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-10 14:20:57,Едим дома,5070.67,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-10 19:00:24,Кафе и рестораны,8363.74,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-11 09:15:25,Такси,4457.83,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-11 12:10:23,Продукты питания,22296.96,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-11 14:20:09,Кино,5069.34,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-11 16:40:45,Играем дома,3678.37,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-11 21:30:03,Смотрим дома,2480.35,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-12 13:15:52,Едим дома,7868.84,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-12 20:50:25,Кино,5287.67,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-13 12:10:30,Продукты питания,13727.0,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-13 16:00:04,Кафе и рестораны,5590.36,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-13 19:00:08,Кафе и рестораны,9255.86,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-13 21:30:52,Смотрим дома,1585.68,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-14 20:10:55,Играем дома,4127.79,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-15 08:10:36,Едим дома,6383.01,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-15 12:10:35,Продукты питания,13501.95,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-16 12:10:25,Продукты питания,7931.43,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-16 21:30:25,Смотрим дома,1797.8,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-17 10:20:50,Едим дома,4079.06,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-17 12:10:21,Продукты питания,9033.26,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-18 09:15:35,Такси,4035.35,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-18 12:10:06,Продукты питания,20470.07,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-18 13:15:55,Едим дома,1710.31,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-19 09:15:53,Такси,3451.28,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-20 11:40:06,Смотрим дома,3005.0,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-20 19:00:56,Кафе и рестораны,8345.54,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-21 12:10:31,Продукты питания,8597.55,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-21 13:00:27,Смотрим дома,4831.81,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-21 13:15:13,Едим дома,6388.46,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-22 09:15:43,Такси,3772.3,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-22 12:10:23,Смотрим дома,3195.95,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-22 12:10:29,Продукты питания,13811.07,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-22 13:15:35,Едим дома,5268.75,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-23 13:15:55,Едим дома,1806.07,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-23 13:20:57,Играем дома,2914.37,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-23 18:30:25,АЗС,14604.16,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-23 18:50:33,Кафе и рестораны,6110.79,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-23 19:00:18,Кафе и рестораны,3416.77,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-24 12:10:04,Продукты питания,5555.54,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-24 12:40:10,Такси,4498.55,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-24 19:00:28,Кафе и рестораны,6835.49,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-25 12:10:12,Продукты питания,11818.18,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-25 13:10:41,Кафе и рестораны,4758.12,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-25 13:15:42,Едим дома,4171.31,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-25 17:00:23,Кафе и рестораны,4290.27,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-25 19:00:36,Кафе и рестораны,7700.26,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-25 21:40:29,Такси,4819.58,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-26 09:15:24,Такси,3566.44,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-26 12:10:18,Продукты питания,20095.25,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-26 13:40:55,Играем дома,3372.41,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-26 18:30:41,АЗС,20771.71,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-27 09:15:55,Такси,7488.16,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-27 11:30:45,Кино,4344.04,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-27 12:10:26,Продукты питания,19863.84,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-27 13:15:59,Едим дома,8598.9,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-27 19:00:59,Кафе и рестораны,7460.17,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-27 20:10:56,Играем дома,1924.83,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-27 21:20:11,Кино,3455.84,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-28 10:20:00,Смотрим дома,4822.26,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-28 12:10:34,Продукты питания,15290.67,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-28 13:15:57,Едим дома,3414.6,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-28 21:30:07,Смотрим дома,2426.53,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-29 10:40:44,Кафе и рестораны,6661.76,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-29 13:30:22,Такси,2896.88,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-29 21:30:52,Смотрим дома,1845.82,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-30 09:15:55,Такси,8094.97,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-30 13:15:15,Едим дома,6084.98,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-30 18:30:35,АЗС,9692.95,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-30 19:00:36,Кафе и рестораны,5866.77,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-31 10:30:34,Кино,8012.72,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-07-31 19:00:19,Кафе и рестораны,7928.08,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-01 12:10:19,Продукты питания,9944.39,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-01 13:15:55,Едим дома,6226.73,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-01 17:30:37,Такси,8302.61,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-01 17:50:55,Кино,6081.77,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-01 19:00:21,Кафе и рестораны,11606.08,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-02 09:50:00,Такси,4574.16,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-02 12:10:39,Продукты питания,16927.97,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-02 13:15:31,Едим дома,3610.83,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-02 21:30:40,Смотрим дома,1554.06,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-03 12:10:11,Продукты питания,24551.78,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-03 13:15:18,Едим дома,5970.16,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-03 20:10:27,Играем дома,5068.35,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-04 09:15:16,Такси,5158.72,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-04 12:10:35,Продукты питания,13408.71,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-04 13:15:38,Едим дома,3954.82,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-04 16:30:17,Кино,7493.71,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-04 19:00:17,Кафе и рестораны,8391.37,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-05 12:10:44,Продукты питания,30778.98,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-05 19:00:59,Кафе и рестораны,6730.46,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-06 09:15:59,Такси,6100.84,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-06 12:10:42,Продукты питания,18369.76,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-07 09:20:00,Смотрим дома,5078.77,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-07 12:10:39,Продукты питания,15662.32,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-07 16:20:51,Кафе и рестораны,5312.03,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-07 19:00:08,Кафе и рестораны,11571.73,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-07 21:30:34,Смотрим дома,3105.98,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-08 13:10:25,Играем дома,6531.33,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-08 19:00:20,Кафе и рестораны,6510.35,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-08 21:30:18,Смотрим дома,2272.54,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-09 13:15:50,Едим дома,4534.68,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-10 09:15:02,Такси,3670.53,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-10 12:10:19,Продукты питания,12934.74,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-10 18:30:54,АЗС,15246.43,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-10 19:00:47,Кафе и рестораны,9303.54,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-10 20:10:31,Играем дома,1842.31,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-10 21:30:49,Смотрим дома,2461.0,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-11 09:15:00,Такси,3756.65,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-11 10:50:53,Едим дома,2745.65,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-11 12:10:36,Продукты питания,9742.23,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-12 09:15:53,Такси,4676.9,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-12 12:10:57,Продукты питания,27307.96,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-12 21:00:54,Играем дома,5058.37,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-12 21:50:21,Кино,4766.62,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-13 12:10:21,Продукты питания,8377.48,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-13 13:15:23,Едим дома,10394.56,KZT,,
18,Санжар,Кредитная карта,обычный,Кызылорда,2025-08-13 19:00:42,Кафе и рестораны,12166.3,KZT,,
